XY
realPoint:(62,206)
point:(430.17259547790604, 677.7534714046094)   distance=135.42391148577943     ¡Ì
point:(178.7455499820087, 267.4964567815391)   distance=434.35044933255426
point:(262.20515085332187, 282.591893883265)   distance=404.73893093109325
point:(426.36480928672603, 434.4010242262516)   distance=283.8287471862869
point:(439.41559305019024, 355.5762592590322)   distance=360.6046477255839
point:(346.5855153244116, 295.02648923646495)   distance=394.3619549475446
point:(285.18861033770486, 784.851931120088)   distance=99.33764469362065     ¡Ì
point:(350.6344250702985, 673.8128963799759)   distance=56.95361926645104     ¡Ì
point:(183.45491123006298, 126.77945828576321)   distance=570.2367237418663
point:(342.98466710361276, 426.57166348159126)   distance=263.8287134975139
point:(118.7896299115946, 569.7407790857274)   distance=211.10732098694837
point:(453.7823208801307, 899.9737644604767)   distance=266.4518667629641
point:(194.32037505441286, 657.9492210851305)   distance=104.51427212067729     ¡Ì
point:(303.3106872157035, 897.2093441027372)   distance=211.3727857561273
point:(345.00965052838524, 572.5454749347737)   distance=123.98747680208389     ¡Ì
point:(364.1445332374769, 807.5300584421138)   distance=139.82317970054947     ¡Ì
point:(-33.2449729710919, 614.1973950289164)   distance=336.006512379487
point:(260.5252885202759, 416.0814609884048)   distance=272.11123356775306
point:(194.32037505441286, 657.9492210851305)   distance=104.51427212067729     ¡Ì
point:(186.24462170834022, 179.1016104322067)   distance=518.4339009495659
point:(98.99508807077348, 107.0787865754977)   distance=611.201846244988
point:(430.17259547790604, 677.7534714046094)   distance=135.42391148577943     ¡Ì
point:(134.55805929687796, 767.5553580482172)   distance=179.98025659209688
point:(184.17828189418367, 533.0813381812227)   distance=188.85330374756646
point:(342.98466710361276, 426.57166348159126)   distance=263.8287134975139
point:(393.4706782513143, 676.2712834384449)   distance=98.95010056189405     ¡Ì
point:(303.5881598822307, 653.5312457900809)   distance=33.58536124722936     ¡Ì
point:(268.835497989129, 143.81928824750275)   distance=542.811666567624
point:(268.835497989129, 143.81928824750275)   distance=542.811666567624
point:(439.50221577763784, 791.5051371978544)   distance=178.91960300588946
point:(209.47364625164232, 363.0376868090168)   distance=334.0949160450664
point:(426.3929682861966, 587.7689092324629)   distance=164.05322096331295
point:(260.5252885202759, 416.0814609884048)   distance=272.11123356775306
point:(438.9123718502524, 559.4134358280221)   distance=191.66358287486852
point:(262.20515085332187, 282.591893883265)   distance=404.73893093109325
point:(44.7370554022134, 506.55004406759474)   distance=307.95101578481115
point:(426.36480928672603, 434.4010242262516)   distance=283.8287471862869
point:(98.36882215293178, 387.1185307564534)   distance=357.7624250235154
point:(449.3987659993786, 678.3032761583407)   distance=154.5904864473414
point:(262.20515085332187, 282.591893883265)   distance=404.73893093109325
point:(298.34224382951857, 421.23743068043746)   distance=264.7836639721418
point:(178.98667353671556, 402.9304167466922)   distance=305.92071011992306
point:(510.6315294852901, 679.0332046807168)   distance=215.74404451846712
point:(430.17259547790604, 677.7534714046094)   distance=135.42391148577943     ¡Ì
point:(194.32037505441286, 657.9492210851305)   distance=104.51427212067729     ¡Ì
point:(178.7455499820087, 267.4964567815391)   distance=434.35044933255426
point:(342.98466710361276, 426.57166348159126)   distance=263.8287134975139
point:(342.98466710361276, 426.57166348159126)   distance=263.8287134975139
point:(184.17828189418367, 533.0813381812227)   distance=188.85330374756646
point:(105.48141639815265, 519.2138450509973)   distance=252.45774896628376
point:(105.48141639815265, 519.2138450509973)   distance=252.45774896628376
point:(371.23060576997636, 429.53219257896035)   distance=267.55717426264806
point:(263.79591098999106, 544.2879895629218)   distance=145.1068195263859
point:(-49.150023794579624, 483.49633354496825)   distance=399.3081188825748
point:(272.0170182624674, 667.2114796068163)   distance=29.68545010797104     ¡Ì
point:(166.785969968196, 530.2587899145966)   distance=201.72794059292355
point:(426.36480928672603, 434.4010242262516)   distance=283.8287471862869
point:(257.39261656185465, 543.4893764287317)   distance=147.38925713814905
point:(344.33430368557504, 552.8337991960948)   distance=142.01095224202444     ¡Ì
point:(367.29251433347173, 159.9989996390334)   distance=530.9456281102546
point:(263.79591098999106, 544.2879895629218)   distance=145.1068195263859
point:(350.6344250702985, 673.8128963799759)   distance=56.95361926645104     ¡Ì
point:(346.5855153244116, 295.02648923646495)   distance=394.3619549475446
point:(96.20671271047206, 249.7401779312869)   distance=479.41777545560615
point:(289.7847974087881, 554.7992069740618)   distance=131.30440369120322     ¡Ì
point:(105.48141639815265, 519.2138450509973)   distance=252.45774896628376
point:(156.52210795038235, 883.801556750893)   distance=241.4572062283135
point:(156.52210795038235, 883.801556750893)   distance=241.4572062283135
point:(134.55805929687796, 767.5553580482172)   distance=179.98025659209688
point:(178.98667353671556, 402.9304167466922)   distance=305.92071011992306
point:(178.7455499820087, 267.4964567815391)   distance=434.35044933255426
point:(280.2315657399771, 418.8417783542351)   distance=267.5661078003346
point:(-49.150023794579624, 483.49633354496825)   distance=399.3081188825748
point:(-84.48204026603855, 721.6541853264648)   distance=381.1533022495925
point:(27.705314501898215, 502.68551017224587)   distance=324.1151818047697
point:(183.01495197824318, 512.6122109409557)   distance=206.40730698116968
point:(331.38492413323905, 425.2632178058064)   distance=263.2632376408904
point:(117.54449544613476, 646.0261208149186)   distance=181.90208111390692
point:(124.28469047690044, 522.784712169717)   distance=236.1841380937548
point:(189.7598130090867, 327.1814076272673)   distance=373.9335224210738
point:(350.6344250702985, 673.8128963799759)   distance=56.95361926645104     ¡Ì
point:(344.33430368557504, 552.8337991960948)   distance=142.01095224202444     ¡Ì
point:(18.671734368924376, 368.64580301768854)   distance=420.79804743958357
point:(117.54449544613476, 646.0261208149186)   distance=181.90208111390692
point:(260.5252885202759, 416.0814609884048)   distance=272.11123356775306
point:(263.79591098999106, 544.2879895629218)   distance=145.1068195263859
point:(178.25400982303205, 319.58370350720463)   distance=384.5653761818617
point:(129.20148270910363, 643.1540128471886)   distance=171.2452246077494
point:(117.54449544613476, 646.0261208149186)   distance=181.90208111390692
point:(-21.317351899600794, 617.1353689971795)   distance=323.72674359084164
point:(349.7695229712087, 343.6108200712506)   distance=346.74205279829454
point:(105.48141639815265, 519.2138450509973)   distance=252.45774896628376
point:(272.0170182624674, 667.2114796068163)   distance=29.68545010797104     ¡Ì
point:(117.54449544613476, 646.0261208149186)   distance=181.90208111390692
point:(263.79591098999106, 544.2879895629218)   distance=145.1068195263859
point:(-56.75503394927557, 843.733562609181)   distance=385.5015962120526
point:(184.17828189418367, 533.0813381812227)   distance=188.85330374756646
point:(282.3724646860838, 285.8188655354986)   distance=400.3803129892872
point:(60.623929176129195, 754.9158088894925)   distance=244.29803783438203
point:(260.5252885202759, 416.0814609884048)   distance=272.11123356775306
point:(260.5252885202759, 416.0814609884048)   distance=272.11123356775306
point:(15.456028511260342, 84.71727311670611)   distance=663.0880406431012
point:(-49.150023794579624, 483.49633354496825)   distance=399.3081188825748
point:(426.36480928672603, 434.4010242262516)   distance=283.8287471862869
X
point:(342.98466710361276, 426.57166348159126)   distance=47.984667103612765     ¡Ì
point:(431.88664339527776, 304.8002428411387)   distance=136.88664339527776     ¡Ì
point:(378.0861222480289, 899.92197515587)   distance=83.08612224802891     ¡Ì
point:(209.4129530174032, 777.5340654584156)   distance=85.5870469825968     ¡Ì
point:(280.41632992769735, -0.2363559188823956)   distance=14.583670072302652     ¡Ì
point:(430.17259547790604, 677.7534714046094)   distance=135.17259547790604     ¡Ì
point:(453.7823208801307, 899.9737644604767)   distance=158.78232088013073
point:(303.3106872157035, 897.2093441027372)   distance=8.310687215703524     ¡Ì
point:(183.45491123006298, 126.77945828576321)   distance=111.54508876993702     ¡Ì
point:(280.2315657399771, 418.8417783542351)   distance=14.7684342600229     ¡Ì
point:(369.6396123278247, 675.0013031533535)   distance=74.6396123278247     ¡Ì
point:(262.20515085332187, 282.591893883265)   distance=32.79484914667813     ¡Ì
point:(272.0170182624674, 667.2114796068163)   distance=22.98298173753261     ¡Ì
point:(287.31043212121153, 181.18815562397845)   distance=7.689567878788466     ¡Ì
point:(350.6344250702985, 673.8128963799759)   distance=55.634425070298505     ¡Ì
point:(430.17259547790604, 677.7534714046094)   distance=135.17259547790604     ¡Ì
point:(178.7455499820087, 267.4964567815391)   distance=116.2544500179913     ¡Ì
point:(262.20515085332187, 282.591893883265)   distance=32.79484914667813     ¡Ì
point:(426.36480928672603, 434.4010242262516)   distance=131.36480928672603     ¡Ì
point:(439.41559305019024, 355.5762592590322)   distance=144.41559305019024
point:(346.5855153244116, 295.02648923646495)   distance=51.585515324411574     ¡Ì
point:(285.18861033770486, 784.851931120088)   distance=9.811389662295142     ¡Ì
point:(350.6344250702985, 673.8128963799759)   distance=55.634425070298505     ¡Ì
point:(183.45491123006298, 126.77945828576321)   distance=111.54508876993702     ¡Ì
point:(342.98466710361276, 426.57166348159126)   distance=47.984667103612765     ¡Ì
point:(118.7896299115946, 569.7407790857274)   distance=176.2103700884054
point:(453.7823208801307, 899.9737644604767)   distance=158.78232088013073
point:(194.32037505441286, 657.9492210851305)   distance=100.67962494558714     ¡Ì
point:(303.3106872157035, 897.2093441027372)   distance=8.310687215703524     ¡Ì
point:(345.00965052838524, 572.5454749347737)   distance=50.00965052838524     ¡Ì
point:(364.1445332374769, 807.5300584421138)   distance=69.14453323747688     ¡Ì
point:(-33.2449729710919, 614.1973950289164)   distance=328.2449729710919
point:(260.5252885202759, 416.0814609884048)   distance=34.47471147972408     ¡Ì
point:(194.32037505441286, 657.9492210851305)   distance=100.67962494558714     ¡Ì
point:(186.24462170834022, 179.1016104322067)   distance=108.75537829165978     ¡Ì
point:(98.99508807077348, 107.0787865754977)   distance=196.00491192922652
point:(430.17259547790604, 677.7534714046094)   distance=135.17259547790604     ¡Ì
point:(134.55805929687796, 767.5553580482172)   distance=160.44194070312204
point:(184.17828189418367, 533.0813381812227)   distance=110.82171810581633     ¡Ì
point:(342.98466710361276, 426.57166348159126)   distance=47.984667103612765     ¡Ì
point:(393.4706782513143, 676.2712834384449)   distance=98.47067825131433     ¡Ì
point:(303.5881598822307, 653.5312457900809)   distance=8.588159882230684     ¡Ì
point:(268.835497989129, 143.81928824750275)   distance=26.16450201087099     ¡Ì
point:(268.835497989129, 143.81928824750275)   distance=26.16450201087099     ¡Ì
point:(439.50221577763784, 791.5051371978544)   distance=144.50221577763784
point:(209.47364625164232, 363.0376868090168)   distance=85.52635374835768     ¡Ì
point:(426.3929682861966, 587.7689092324629)   distance=131.3929682861966     ¡Ì
point:(260.5252885202759, 416.0814609884048)   distance=34.47471147972408     ¡Ì
point:(438.9123718502524, 559.4134358280221)   distance=143.91237185025238     ¡Ì
point:(262.20515085332187, 282.591893883265)   distance=32.79484914667813     ¡Ì
point:(44.7370554022134, 506.55004406759474)   distance=250.2629445977866
point:(426.36480928672603, 434.4010242262516)   distance=131.36480928672603     ¡Ì
point:(98.36882215293178, 387.1185307564534)   distance=196.63117784706822
point:(449.3987659993786, 678.3032761583407)   distance=154.3987659993786
point:(262.20515085332187, 282.591893883265)   distance=32.79484914667813     ¡Ì
point:(298.34224382951857, 421.23743068043746)   distance=3.3422438295185657     ¡Ì
point:(178.98667353671556, 402.9304167466922)   distance=116.01332646328444     ¡Ì
point:(510.6315294852901, 679.0332046807168)   distance=215.63152948529012
point:(430.17259547790604, 677.7534714046094)   distance=135.17259547790604     ¡Ì
point:(194.32037505441286, 657.9492210851305)   distance=100.67962494558714     ¡Ì
point:(178.7455499820087, 267.4964567815391)   distance=116.2544500179913     ¡Ì
